"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 17 10:54:02 EET 2020","Tue Mar 17 10:54:48 EET 2020","45929","","End to End Guest Checkout Test","","End to End Guest Checkout Test","Checkout","Checkout",""
